Name,Age,Overall,Potential,Special,BMI
 S. Luna,30.5,70.75,70.75,1954.25,24.380000000000003
 S. Lundevall,28.5,70.0,70.0,1779.0,23.09
 S. Lundholm,24.5,66.0,69.0,1710.75,22.75
 S. Lung,29.333333333333332,74.33333333333333,75.33333333333333,1208.0,23.02
 S. Luperto,21.5,71.0,79.75,1728.0,20.39
 S. Lusiusz,18.5,56.5,71.25,1550.25,21.215
 S. Luštica,26.0,63.0,64.0,1663.0,22.46
 S. Lynch,19.0,50.0,55.0,1401.0,22.1
 S. M'Bia,33.5,73.0,73.0,1949.0,24.63
 S. MacDonald,30.5,65.25,65.25,1754.75,20.94
 S. MacLean,34.5,66.5,66.5,1720.0,23.98
 S. Machino,17.0,54.0,65.0,1305.0,21.83
 S. Mackie,20.0,58.5,69.5,1543.5,23.1
 S. Macías,22.0,64.66666666666667,73.66666666666667,1640.3333333333333,22.76
 S. Madden,29.5,64.0,64.0,1716.5,24.225
 S. Magallán,25.0,60.0,65.0,1602.0,22.69
 S. Magkeev,20.5,63.0,78.0,1445.0,22.11
 S. Magnasco,25.5,71.0,71.75,1797.25,23.44
 S. Maguire,24.5,70.25,73.0,1734.5,22.14
 S. Maholli,25.0,64.0,67.0,1493.5,23.634999999999998
 S. Mai,24.5,65.25,68.75,1424.25,24.05
 S. Maier,24.333333333333332,67.0,70.66666666666667,1724.0,21.51
 S. Maierhofer,35.666666666666664,64.0,64.0,1525.3333333333333,23.653333333333332
 S. Makani,32.5,65.0,65.0,1162.5,20.53
 S. Makarov,20.0,60.0,67.0,1614.0,22.79
 S. Makienok,27.5,66.75,67.0,1517.25,23.1
 S. Malezas,32.5,71.0,71.0,1496.5,20.795
 S. Mallan,22.5,66.0,73.75,1830.25,21.51
 S. Mallon,20.0,58.333333333333336,73.33333333333333,1563.6666666666667,19.93
 S. Malone,27.5,70.5,70.75,1885.25,20.95
 S. Mamba,25.0,66.0,69.66666666666667,1621.0,23.41
 S. Mambo,20.5,66.5,77.5,1602.0,22.72
 S. Mandanda,33.5,82.0,82.0,1251.0,23.85
 S. Mandash,23.5,59.75,65.25,1491.75,22.42
 S. Mandić,22.0,53.0,65.0,1341.0,22.46
 S. Mandé,27.0,62.0,65.0,1093.0,22.0
 S. Mandíquez,30.5,80.5,80.5,1799.0,23.49
 S. Mann,21.0,55.0,65.0,1454.0,22.46
 S. Manolev,31.0,71.0,71.0,1918.0,22.69
 S. Manríquez,19.0,59.0,74.0,1404.0,19.78
 S. Mantom,26.0,65.0,66.0,1741.0,22.459999999999997
 S. Mané,26.5,87.75,88.0,2151.25,22.14
 S. Mara,17.0,63.0,84.0,1517.0,23.32
 S. Marasovic,19.5,59.0,73.0,1566.5,20.03
 S. March,23.5,74.0,77.75,1847.25,24.447499999999998
 S. Marinos,29.5,69.5,69.5,1751.5,22.62
 S. Marinović,26.5,69.5,72.75,1191.5,25.564999999999998
 S. Marković,19.0,66.0,82.0,1585.0,22.11
 S. Marreh,22.333333333333332,66.66666666666667,73.33333333333333,1524.6666666666667,23.11
 S. Martelli,21.0,60.0,72.0,1482.0,22.79
 S. Martin,21.333333333333332,56.333333333333336,67.0,1465.0,22.790000000000003
 S. Martinsson Ngouali,26.0,71.66666666666667,72.33333333333333,1920.0,24.09
 S. Martínez,23.5,65.5,71.0,1722.25,23.4675
 S. Marveaux,32.5,69.5,69.5,1884.75,22.6225
 S. Marzo,26.5,66.5,67.0,1624.0,21.525
 S. Mason,17.0,52.0,74.0,1431.0,23.41
 S. Massolo,21.0,60.0,72.0,1064.0,20.94
 S. Matic,23.0,59.0,64.0,1465.0,20.6
 S. Matoug,19.0,59.0,73.0,1517.0,22.78
 S. Matsubara,25.0,60.0,63.0,917.0,23.62
 S. Matthews,22.0,59.666666666666664,64.66666666666667,1607.6666666666667,23.11
 S. Mattila,27.0,63.0,64.0,1731.0,23.56
 S. Matuszek,28.5,65.0,65.0,1619.0,22.69
 S. Mauk,22.5,64.25,69.25,1767.25,20.51
 S. Mauritz-Hansen,23.0,58.0,64.0,1397.0,23.32
 S. Mavididi,20.666666666666668,68.33333333333333,76.33333333333333,1626.0,21.23
 S. May,25.333333333333332,67.0,70.0,1707.0,21.19
 S. Mbakata,21.0,63.333333333333336,72.33333333333333,1521.6666666666667,22.78
 S. Mbaye,23.0,60.5,69.5,869.0,21.77
 S. Mbingui,25.0,57.0,60.0,1474.0,24.81
 S. McAllister,29.0,61.0,61.0,1676.0,22.46
 S. McCallum,18.0,61.333333333333336,78.66666666666667,1646.6666666666667,21.713333333333335
 S. McCartan,24.0,62.333333333333336,66.66666666666667,1663.6666666666667,23.09
 S. McClelland,17.0,56.0,73.0,1277.0,21.49
 S. McConville,28.5,66.0,66.0,1680.0,22.45
 S. McCoulsky,21.5,60.75,68.75,1477.75,20.63
 S. McDermott,25.333333333333332,68.66666666666667,73.66666666666667,1112.0,24.14
 S. McDonald,28.5,58.5,62.5,1521.0,24.759999999999998
 S. McGinn,29.0,62.0,62.0,1727.0,24.29
 S. McGuinness,22.0,59.0,64.0,1089.0,24.04
 S. McKenna,21.5,69.75,80.75,1477.75,22.36
 S. McKinstry,16.0,56.0,78.0,1328.0,21.51
 S. McLaughlin,28.5,65.25,65.25,1656.75,25.07
 S. McLeod,19.5,52.0,66.0,1442.0,20.63
 S. McLoughlin,21.666666666666668,62.166666666666664,72.66666666666667,1499.0,21.540000000000003
 S. McMann,21.5,61.5,71.0,1514.5,21.22
 S. McNamee,16.5,50.5,70.0,1340.5,22.46
 S. McNulty,34.0,62.0,62.0,1198.0,25.3
 S. McQueen,23.5,66.0,71.5,1736.75,21.22
 S. McTominay,21.5,75.25,83.5,1973.75,23.35
 S. McWilliams,19.5,56.75,70.25,1562.0,20.91
 S. Medina,26.5,73.5,74.75,1900.25,21.2175
 S. Medojević,26.5,71.0,71.0,1801.5,23.17
 S. Melvin,22.5,52.5,59.0,839.5,23.479999999999997
 S. Memišević,24.5,71.0,74.0,1676.0,22.7625
 S. Mende,26.0,61.0,64.0,1665.0,21.23
 S. Mendoza,26.5,73.0,73.75,1827.75,23.82
 S. Mensah,20.0,57.0,69.0,1381.0,23.09
 S. Mensiro,29.0,63.0,63.0,1678.3333333333333,23.77
 S. Meusburger,24.0,65.0,69.0,1602.0,22.93
 S. Meïté,24.5,76.25,79.25,1976.0,22.36
 S. Miangue,21.5,66.25,73.5,1713.75,21.74
 S. Michel,27.5,70.0,70.0,1773.25,24.67
 S. Mielitz,28.5,66.5,67.0,1119.5,23.095
 S. Mignolet,30.666666666666668,80.66666666666667,80.66666666666667,1280.6666666666667,23.350000000000005
 S. Mijnans,19.5,55.5,70.0,1587.0,22.14
 S. Milewski,21.0,62.333333333333336,71.0,1625.6666666666667,23.983333333333334
 S. Milinković-Savić,23.5,84.5,89.5,2196.25,20.94
 S. Milić,19.0,65.0,75.0,1443.0,21.23
 S. Miller,30.333333333333332,62.333333333333336,62.333333333333336,1582.6666666666667,23.8
 S. Milovanovic,18.0,55.0,70.0,1447.0,22.4
 S. Milošević,23.0,65.33333333333333,71.0,1447.0,22.600000000000005
 S. Mina,19.0,58.0,66.0,1523.0,21.83
 S. Minelli,23.5,68.0,74.0,1132.0,23.02
 S. Missiroli,32.5,74.25,74.25,1912.75,21.22
 S. Mitrović,28.5,74.25,75.25,1552.75,23.49
 S. Mladenovic,24.5,60.5,64.0,1526.5,20.24
 S. Mmaee,22.0,64.33333333333333,71.66666666666667,1505.0,25.52
 S. Mockenhaupt,26.5,68.25,70.5,1536.75,23.49
 S. Moghanlou,25.0,64.0,69.0,1508.0,22.36
 S. Mogi,19.5,55.75,65.25,883.0,20.65
 S. Mohamed,20.0,59.0,72.0,1548.0,21.51
 S. Moharrami,23.0,67.0,72.33333333333333,1589.0,23.11
 S. Mohlin,22.5,61.5,69.0,1092.5,22.36
 S. Molina,26.5,66.0,66.25,1685.5,23.41
 S. Moloney,18.0,54.0,62.0,861.0,19.01
 S. Mols,21.0,58.0,70.0,1510.0,22.75
 S. Monaco,24.5,64.5,67.0,1502.0,22.27
 S. Montoya,26.5,70.5,71.0,1769.75,21.12
 S. Moore,24.5,65.4,69.7,1392.2,22.332
 S. Moreira,23.5,71.25,75.25,1706.25,23.2525
 S. Moreno,19.5,60.0,77.5,1561.0,22.45
 S. Moreo,25.5,68.5,71.25,1743.5,20.39
 S. Morero,35.0,67.0,67.0,1535.0,24.22
 S. Mori,22.0,59.0,65.0,1462.0,23.115000000000002
 S. Morishita,31.5,63.0,63.0,1393.5,22.46
 S. Morison,33.5,68.5,68.5,1718.0,23.78
 S. Morris,18.0,49.0,65.0,1243.0,20.24
 S. Morrison,27.5,73.75,74.5,1485.75,22.27
 S. Morsy,26.5,69.5,70.25,1849.0,24.792499999999997
 S. Mosquera,23.714285714285715,69.57142857142857,74.57142857142857,1597.5714285714287,26.474285714285713
 S. Motta,34.0,70.33333333333333,70.33333333333333,1921.0,22.790000000000003
 S. Mounié,23.5,73.0,78.25,1811.5,21.77
 S. Mourgos,19.0,57.0,73.0,1567.0,21.49
 S. Moussa,29.0,61.0,61.0,1440.0,22.36
 S. Moutoussamy,21.5,69.0,76.25,1789.0,23.44
 S. Moyano,27.5,69.5,70.5,1175.0,22.08
 S. Mpontshane,32.0,65.33333333333333,65.33333333333333,1196.3333333333333,23.376666666666665
 S. Mraz,21.0,66.0,75.0,1598.0,23.32
 S. Mroczko,19.0,56.0,71.0,1315.0,23.32
 S. Mrowca,24.5,66.25,69.5,1746.75,24.67
 S. Mráz,22.5,65.5,73.5,1606.0,24.064999999999998
 S. Mugoša,26.0,70.33333333333333,71.33333333333333,1589.0,22.74
 S. Mukhammad,27.0,59.0,59.0,1505.0,21.53
 S. Mulattieri,17.0,51.5,74.0,1349.0,20.63
 S. Mullings,23.0,57.0,64.0,1326.0,21.2
 S. Muniru,24.0,67.0,72.0,1750.0,23.09
 S. Muntari,32.5,72.0,72.0,1929.0,24.04
 S. Muratore,22.0,63.0,71.0,1648.0,21.23
 S. Murillo,23.0,60.0,65.0,1504.0,23.77
 S. Muroya,24.5,69.0,71.75,1765.25,22.3
 S. Murray,24.5,63.75,67.75,1684.25,22.4125
 S. Musiolik,23.5,63.5,67.5,1518.5,23.35
 S. Mustafi,26.5,80.25,82.25,1903.25,24.67
 S. Muwashar,29.0,71.0,71.0,1843.6666666666667,20.51
 S. Mvibudulu,24.0,62.0,66.0,1589.0,23.21
 S. Mvoué,18.0,59.0,77.0,1474.0,21.23
 S. Méndez,22.0,65.0,74.0,1755.6666666666667,21.83
 S. Mölders,34.0,66.0,66.0,1564.6666666666667,24.53
 S. Mørk,19.0,56.0,67.0,1499.0,22.69
 S. Müller,20.0,60.25,73.75,1090.5,22.525
 S. N'Guessan,20.666666666666668,61.0,71.0,1517.6666666666667,22.826666666666668
 S. N'Zonzi,28.0,83.0,83.0,2032.0,19.35
 S. Nabi,20.0,61.0,70.0,1609.0,23.37
 S. Nachreiner,28.5,68.0,68.0,1330.0,21.8
 S. Nagasawa,29.0,67.33333333333333,67.33333333333333,1448.6666666666667,22.0
 S. Nago,23.0,64.33333333333333,68.66666666666667,1711.3333333333333,22.42
 S. Naismith,31.0,72.0,72.0,1988.6666666666667,22.78
 S. Nakagawa,18.5,54.5,71.0,1311.5,21.23
 S. Nakahara,24.5,62.0,65.0,1578.0,21.51
 S. Nakajima,23.666666666666668,76.66666666666667,80.33333333333333,1913.0,23.11
 S. Nakamura,40.5,68.5,68.5,1729.5,22.46
 S. Nakatani,23.0,67.33333333333333,72.66666666666667,1457.0,23.320000000000004
 S. Napoleoni,32.0,69.33333333333333,69.33333333333333,1629.0,21.51
 S. Naruoka,33.0,55.0,55.0,1436.0,22.46
 S. Naruse,18.0,59.0,71.0,1521.0,23.11
 S. Nasri,31.5,76.5,76.5,1831.5,24.09
 S. Nattestad,22.0,62.0,70.0,1374.0,23.95
 S. Navarro,23.5,54.0,60.5,1350.0,22.0
 S. Naveda,19.0,60.0,73.0,1619.0,22.45
 S. Ndlovu,21.666666666666668,67.0,74.66666666666667,1611.3333333333333,23.48
 S. Nealis,21.0,61.0,69.0,1340.0,22.0
 S. Nelson,26.833333333333332,62.166666666666664,66.5,1263.5,22.176666666666666
 S. Neumann,26.5,69.5,71.0,1432.5,22.36
 S. Neville,29.333333333333332,64.66666666666667,64.66666666666667,1671.3333333333333,22.13
 S. Ngapandouetnbu,16.5,58.5,73.5,871.5,20.66
 S. Ngezana,21.0,65.33333333333333,72.0,1408.6666666666667,22.399999999999995
 S. Ngom,25.5,65.75,68.25,1623.25,24.424999999999997
 S. Niakate,17.0,61.0,76.0,1390.0,22.72
 S. Niakaté,19.0,66.0,78.0,1503.3333333333333,22.72
 S. Niang,22.0,53.0,60.0,1435.0,23.13
 S. Nicholson,23.166666666666668,67.16666666666667,72.33333333333333,1698.0,22.651666666666667
 S. Nieuwpoort,25.0,66.0,69.0,1591.0,20.38
 S. Nigro,20.5,60.5,69.5,1576.0,21.22
 S. Nijland,28.5,66.0,66.0,1638.5,22.505
 S. Nilsen,27.0,68.33333333333333,68.33333333333333,1783.6666666666667,23.320000000000004
 S. Nimely,19.5,60.75,74.0,1550.75,23.33
 S. Nishikawa,28.5,66.25,69.5,1268.5,23.78
 S. Nkansah,22.5,63.0,71.0,1390.5,22.08
 S. Nombe,19.0,57.0,69.0,1427.0,22.6
 S. Nordli,20.0,64.0,77.0,1730.0,22.14
 S. Noreña,19.0,53.0,67.0,1217.0,20.63
 S. Notaroberto,22.0,60.0,70.0,1383.0,22.13
 S. Novothny,26.0,63.0,64.0,1456.0,24.14
 S. Nsoki,19.5,67.25,80.0,1637.5,23.8
 S. Ntiya-Ntiya,22.0,63.666666666666664,70.33333333333333,1516.6666666666667,22.75
 S. Ntshangase,25.0,68.33333333333333,71.33333333333333,1602.3333333333333,21.45
 S. Nurković,27.5,70.0,70.0,1672.5,22.36
 S. Nutz,26.333333333333332,66.33333333333333,67.66666666666667,1839.3333333333333,21.19
 S. Nzonzi,30.0,79.33333333333333,79.33333333333333,1899.0,20.570000000000004
 S. O'Connor,21.0,54.5,65.0,1253.0,23.56
 S. O'Donnell,27.4,67.6,68.4,1785.8,25.639999999999997
 S. O'Keefe,27.5,64.0,64.25,1741.0,21.12
 S. O'Neill,24.333333333333332,64.66666666666667,69.0,1659.3333333333333,24.34
 S. Obeng,22.5,66.0,75.0,1561.5,21.83
 S. Obissa,19.5,56.5,69.0,1272.5,23.285
 S. Obu,24.0,64.0,67.0,1402.0,24.34
 S. Odelusi,24.0,60.0,64.0,1531.0,23.32
 S. Odey,20.5,62.25,73.0,1527.75,22.942500000000003
 S. Ogie,17.5,51.5,72.5,1211.0,21.83
 S. Ogura,31.0,62.0,62.0,1487.0,21.81
 S. Ohawuchi,27.0,64.0,64.0,1644.0,23.44
 S. Ohlsson,24.0,61.5,66.5,1642.8333333333333,23.36
 S. Ojeda,25.0,67.0,72.0,1431.0,25.12
 S. Ojo,21.5,67.25,79.0,1613.0,25.700000000000003
 S. Okaka,28.5,75.0,75.0,1706.5,25.89
 S. Okazaki,32.5,74.0,74.0,1934.0,24.305
 S. Olberkis,23.0,54.0,61.0,1229.0,23.35
 S. Old,32.0,60.666666666666664,60.666666666666664,1350.3333333333333,23.149999999999995
 S. Olivares,25.0,62.0,67.0,1445.0,25.21
 S. Oliveira,29.0,63.0,63.0,1592.0,20.33
 S. Olsson,20.5,65.5,74.0,1625.25,23.56
 S. Omeonga,22.5,62.75,70.75,1649.5,22.78
 S. Omossola,21.5,63.0,69.5,973.0,21.52
 S. One,22.0,67.0,75.0,1460.0,23.32
 S. Ono,37.0,56.0,56.0,1493.0,24.74
 S. Onur,17.0,61.0,75.0,1464.0,22.46
 S. Opsahl,17.0,52.0,67.0,1408.0,18.96
 S. Ormeño,25.0,62.0,65.33333333333333,1486.6666666666667,23.753333333333334
 S. Ortega,25.5,73.25,77.0,1295.25,25.3
 S. Osorio,20.5,57.0,69.5,1482.0,23.09
 S. Otayf,27.333333333333332,59.0,59.0,1522.6666666666667,22.673333333333332
 S. Otsuki,28.0,61.0,61.0,1631.0,23.09
 S. Otálvaro,32.5,74.0,74.0,1874.5,23.42
 S. Oum Gouet,20.5,64.5,73.0,1687.75,21.814999999999998
 S. Owens,19.0,53.0,70.0,1316.0,19.93
 S. Owusu,23.5,70.0,75.0,1757.5,23.48
 S. Pabón,21.5,56.5,64.5,853.5,22.08
 S. Padoin,34.0,71.0,71.0,1971.3333333333333,23.09
 S. Padt,28.5,75.75,76.75,1210.25,21.4
 S. Paintsil,23.0,61.5,66.5,1523.0,23.48
 S. Palacios,26.5,72.5,72.75,1839.25,23.48
 S. Palitsevich,27.0,73.0,73.0,1661.0,22.98
 S. Palla,28.0,63.0,63.0,1540.0,24.47
 S. Palma,18.0,59.0,77.0,1343.6666666666667,20.95
 S. Palombi,22.0,64.33333333333333,73.0,1608.0,20.63
 S. Papagiannopoulos,27.5,70.0,70.5,1618.25,24.085
 S. Parada,17.0,50.0,67.0,1286.0,23.82
 S. Parker,24.5,67.5,71.0,1679.0,24.325000000000003
 S. Parlati,20.0,58.0,70.0,1543.0,22.14
 S. Parshivlyuk,28.0,73.0,73.0,1933.0,24.67
 S. Pasa,23.5,67.0,72.5,1791.0,25.12
 S. Pasquali,19.0,60.0,73.0,1579.0,22.46
 S. Passi,22.5,53.0,60.5,1321.0,20.84
 S. Patiño,21.5,59.0,68.5,1341.0,23.85
 S. Patzler,28.0,64.0,66.0,1087.0,21.77
 S. Paul,30.5,60.0,60.0,1047.5,22.69
 S. Pavlović,19.0,64.0,82.0,1425.0,22.27
 S. Pawłowski,30.5,67.5,67.5,1783.0,22.14
 S. Payne,25.5,65.5,67.0,1611.5,22.77
 S. Pecorini,24.0,63.0,68.0,1610.0,22.32
 S. Pedersen,18.0,54.0,66.0,1289.0,21.07
 S. Pedroza,19.0,60.0,75.0,1619.0,22.14
 S. Peeters,26.5,71.75,72.75,1954.25,20.66
 S. Pellissier,38.0,72.0,72.0,1701.0,24.74
 S. Pereira,19.0,56.0,63.0,1201.0,23.85
 S. Perica,22.5,71.75,77.25,1634.5,21.2
 S. Perilli,23.0,59.0,67.0,1053.0,21.96
 S. Perisan,20.5,63.0,72.0,1037.5,22.27
 S. Perić,21.0,60.0,66.0,1476.0,22.98
 S. Perović,30.0,65.0,65.0,1470.0,23.32
 S. Perry,17.5,51.0,69.0,1443.5,20.63
 S. Pesce,34.0,69.0,69.0,1882.0,23.13
 S. Pesyakov,28.0,72.0,73.0,1193.0,24.46
 S. Peszko,32.5,67.0,67.0,1780.5,22.96
 S. Petersen,31.0,64.0,64.0,1530.0,22.08
 S. Petkov,23.0,65.0,72.0,1500.0,22.69
 S. Petrov,27.666666666666668,74.66666666666667,75.0,1973.6666666666667,23.11
 S. Pettinari,26.0,67.66666666666667,69.0,1703.3333333333333,22.69
 S. Peña,22.5,70.5,75.5,1833.75,21.905
 S. Phillips,40.0,52.0,52.0,857.0,21.52
 S. Piazza,20.0,53.0,69.0,1303.0,24.04
 S. Piccinini,16.5,52.5,73.5,1221.5,22.4
 S. Pierotti,18.0,57.0,72.0,1471.0,23.21
 S. Piesinger,26.333333333333332,64.66666666666667,65.33333333333333,1568.3333333333333,22.27
 S. Piette,23.5,71.0,74.5,1759.75,26.93
 S. Pinas,20.5,64.5,74.25,1697.0,20.03
 S. Pineau,17.0,50.0,73.0,1218.0,22.69
 S. Pinna,22.0,65.0,74.0,1581.0,22.79
 S. Pino,24.5,63.0,67.0,1446.0,23.69
 S. Piriz,29.0,67.0,67.0,1686.0,24.14
 S. Pirkl,21.0,57.0,70.0,1382.0,23.44
 S. Pispas,19.0,59.0,73.0,1382.0,21.51
 S. Pittman,26.0,65.66666666666667,66.33333333333333,1794.0,23.44
 S. Plavšić,22.5,73.0,78.0,1820.5,21.485
 S. Plaza,20.0,68.0,82.0,1622.3333333333333,23.49
 S. Pocognoli,29.5,70.5,70.5,1957.0,23.335
 S. Polat,22.0,62.5,70.0,1481.0,22.78
 S. Pollock,18.0,53.333333333333336,71.66666666666667,1508.0,20.88
 S. Polter,27.5,71.75,72.0,1685.0,24.7125
 S. Pontdemé,31.5,65.0,65.0,1060.0,23.56
 S. Pontisso,20.0,61.0,73.0,1669.0,22.13
 S. Popescu,24.0,66.0,72.0,1512.0,22.75
 S. Popov,27.5,69.25,69.5,1836.25,22.4
 S. Portocarrero,23.0,60.0,66.0,1498.0,23.13
 S. Posch,21.5,71.75,79.0,1449.25,22.36
 S. Poulsen,32.0,63.0,63.0,1766.0,24.22
 S. Pouplin,32.0,66.0,66.0,955.0,22.08
 S. Power,20.0,57.0,72.5,1391.0,21.19
 S. Pozo,21.0,57.0,63.0,1478.0,22.1
 S. Prcić,24.5,72.75,75.75,1933.25,23.14
 S. Prediger,31.333333333333332,69.66666666666667,69.66666666666667,1886.3333333333333,25.02
 S. Prevljak,23.5,70.0,75.25,1708.0,22.0075
 S. Privat,27.0,73.0,73.0,1713.0,24.63
 S. Prokofyev,30.0,62.0,62.0,1494.0,23.78
 S. Proto,35.5,75.75,75.75,1281.5,21.972499999999997
 S. Prödl,31.5,73.75,73.75,1431.5,25.36
 S. Puttkammer,29.5,65.5,65.5,1402.0,21.74
 S. Pérez,24.428571428571427,67.14285714285714,71.0,1472.857142857143,23.392857142857142
 S. Quigley,27.0,61.0,61.0,1536.0,22.27
 S. Quinn,32.333333333333336,67.0,67.0,1891.0,20.99
 S. Raben,21.0,55.0,62.0,1218.0,22.13
 S. Radu,31.0,80.0,80.0,1958.0,23.320000000000004
 S. Radulovic,18.0,60.0,79.0,1574.0,23.09
 S. Rafn,26.0,64.0,64.33333333333333,1750.6666666666667,23.13
 S. Raggett,24.5,65.5,71.75,1389.0,23.01
 S. Rajković,29.333333333333332,73.0,73.0,1576.6666666666667,23.97
 S. Rakowitz,28.5,64.5,64.5,1645.5,21.785
 S. Ramizi,26.0,62.0,62.0,1541.0,20.63
 S. Ramírez,20.0,58.6,71.0,1276.6,23.0
 S. Rapp,25.5,65.75,68.0,1640.5,22.1425
 S. Rashidov,27.0,69.0,69.0,1763.0,22.72
 S. Rasswalder,31.0,62.0,62.0,1640.0,21.81
 S. Raux-Yao,20.5,60.0,70.0,1320.5,22.74
 S. Reddemann,22.0,63.666666666666664,71.66666666666667,1416.3333333333333,21.49
 S. Reese,24.5,66.0,70.0,1517.0,22.575
 S. Renel,18.0,55.0,71.0,1455.0,21.23
 S. Rentería,19.5,58.0,67.0,1410.5,22.1
 S. Reyes,20.666666666666668,61.333333333333336,71.33333333333333,1605.3333333333333,22.676666666666666
 S. Rhein,21.0,65.33333333333333,75.0,1644.3333333333333,23.636666666666667
 S. Ribas,30.5,73.0,73.0,1730.5,22.36
 S. Ricci,17.5,62.5,80.5,1711.0,22.78
 S. Richey,27.0,67.0,70.0,1196.0,25.3
 S. Rieks,31.333333333333332,70.66666666666667,70.66666666666667,1901.0,21.52
 S. Riether,34.0,71.0,71.0,1865.0,22.46
 S. Rincón,24.0,68.33333333333333,70.66666666666667,1694.6666666666667,23.27
 S. Ring,23.0,62.666666666666664,68.0,1603.3333333333333,23.09
 S. Ringstad,25.5,65.5,67.0,1784.5,22.36
 S. Riquelme,20.0,61.0,75.0,1525.0,25.26
 S. Ristovski,26.5,76.25,77.25,1996.25,22.14
 S. Risvanis,24.0,71.0,76.0,1542.0,22.27
 S. Rivadeneyra,24.5,62.5,65.5,888.5,23.7
 S. Rivera,27.0,64.0,65.0,1685.0,22.939999999999998
 S. Rizzato,35.0,68.0,68.0,1853.0,20.84
 S. Roa,21.5,63.5,72.5,1582.0,22.78
 S. Robert,19.0,60.0,72.0,1622.0,20.84
 S. Robertson,17.666666666666668,59.666666666666664,78.0,1583.0,21.459999999999997
 S. Robinson,27.0,62.5,63.0,1743.5,24.2
 S. Rochet,25.5,68.5,72.5,1156.75,22.6
 S. Rode,27.5,77.25,77.75,2003.5,23.015
 S. Rodríguez,21.0,60.42857142857143,70.42857142857143,1525.2857142857142,21.854285714285716
 S. Rojas,23.5,68.5,74.5,1029.5,22.98
 S. Romagnoli,28.333333333333332,71.33333333333333,71.66666666666667,1514.6666666666667,22.540000000000003
 S. Romero,30.09090909090909,74.45454545454545,74.45454545454545,1602.5454545454545,23.345454545454547
 S. Román,21.5,63.5,73.75,1167.0,21.8125
 S. Rondón,28.5,77.75,77.75,1847.75,24.575
 S. Rooney,23.0,63.0,70.0,1613.0,21.22
 S. Rosa,17.0,60.0,78.0,1535.0,22.4
 S. Rosales,24.5,67.0,70.0,1641.0,22.14
 S. Rossbach,22.5,69.25,77.75,1185.75,22.36
 S. Rosted,23.5,69.75,74.5,1628.5,22.08
 S. Roudet,36.5,69.5,69.5,1812.0,23.11
 S. Roughan,17.0,56.0,76.0,1336.0,21.83
 S. Rouiller,27.0,63.0,65.0,1409.0,22.145
 S. Roux,25.0,63.666666666666664,66.33333333333333,1695.6666666666667,21.83
 S. Rowley,20.0,55.0,67.0,1007.0,24.63
 S. Royce,47.0,48.0,48.0,852.0,24.34
 S. Rudol,22.0,65.0,71.0,1626.0,23.02
 S. Rudy,28.5,78.75,78.75,2098.5,22.5325
 S. Ruffier,31.5,82.75,82.75,1265.0,26.04
 S. Ruiz,19.5,60.5,74.5,1488.0,22.69
 S. Rumbullaku,28.0,61.0,61.0,1543.0,23.8
 S. Ruprecht,30.5,67.0,67.0,1617.0,24.05
 S. Russell,30.666666666666668,57.666666666666664,59.666666666666664,1280.0,21.346666666666664
 S. Russo,19.0,59.0,74.0,1561.0,22.13
 S. Rybalka,27.5,72.5,73.0,1909.0,22.46
 S. Ryzhikov,36.0,76.0,76.0,1148.0,24.69
 S. Rénot,28.5,64.0,65.0,989.0,22.98
 S. Saad,28.0,70.0,71.0,1723.0,22.11
 S. Saba,26.5,61.0,63.0,1592.0,22.75
 S. Sabelli,25.5,69.25,71.5,1740.25,22.455
 S. Sadzoute,20.5,63.0,76.0,1669.0,18.44
 S. Sakala,20.0,64.0,72.0,1654.0,21.83
 S. Salazar,21.5,68.0,76.5,1558.5,23.98
 S. Salcedo,20.5,71.0,80.5,1573.25,22.13
 S. Salger,28.333333333333332,68.0,68.33333333333333,1724.3333333333333,22.72
 S. Salihović,32.0,72.0,72.0,1963.0,23.32
 S. Salinas,32.5,66.0,66.0,1770.0,21.51
 S. Salles-Lamonge,21.0,59.0,68.0,1501.0,23.13
 S. Sam,30.5,70.25,70.25,1839.5,22.3825
 S. Sama,25.5,62.25,65.75,1316.25,24.63
 S. Sandberg,23.5,65.5,71.0,1655.0,22.4
 S. Sanna,21.0,62.0,73.0,1674.0,21.75
 S. Sanogo,25.0,68.0,73.66666666666667,1794.3333333333333,23.95
 S. Santin,25.5,62.5,65.0,1653.5,22.295
 S. Santoro,17.5,58.0,77.5,1701.0,22.615000000000002
 S. Sané,26.5,72.25,72.875,1658.75,23.15
 S. Sararer,28.333333333333332,66.0,66.0,1716.6666666666667,25.856666666666666
 S. Sargeant,21.5,56.0,65.5,975.5,20.345
 S. Sarr,22.5,66.5,73.25,1757.0,20.915
 S. Sarri,17.0,51.0,66.0,802.0,22.13
 S. Sarıkaya,18.0,53.0,70.0,1473.0,20.18
 S. Sarıoğlu,32.0,69.0,69.0,1904.0,22.1
 S. Sasaki,28.0,66.0,66.0,1657.6666666666667,22.459999999999997
 S. Saucedo,21.5,64.75,74.0,1628.5,23.63
 S. Saunders,33.0,64.0,64.0,1712.0,23.13
 S. Savić,27.2,79.4,81.4,1687.8,22.48
 S. Scannell,27.5,65.0,65.0,1710.25,23.77
 S. Scappini,29.5,66.0,66.0,1560.5,22.45
 S. Schaars,33.0,75.0,75.0,1933.0,21.83
 S. Scherder,24.5,65.5,68.0,1420.0,24.34
